pokemon_id,move_id,move_name,learn_method,level_learned
2,204,Charm,machine,0
2,206,False Swipe,machine,0
2,214,Sleep Talk,machine,0
2,230,Sweet Scent,level-up,30
2,235,Synthesis,level-up,35
2,241,Sunny Day,machine,0
2,263,Facade,machine,0
2,270,Helping Hand,machine,0
2,275,Ingrain,egg,0
2,282,Knock Off,machine,0
2,311,Weather Ball,machine,0
2,331,Bullet Seed,machine,0
2,345,Magical Leaf,machine,0
2,388,Worry Seed,level-up,40
2,402,Seed Bomb,level-up,20
2,402,Seed Bomb,machine,0
2,412,Energy Ball,machine,0
2,437,Leaf Storm,machine,0
2,438,Power Whip,level-up,45
2,447,Grass Knot,machine,0
2,474,Venoshock,machine,0
2,491,Acid Spray,machine,0
2,520,Grass Pledge,machine,0
2,580,Grassy Terrain,machine,0
2,803,Grassy Glide,machine,0
2,851,Tera Blast,machine,0
2,885,Trailblaze,machine,0
3,14,Swords Dance,machine,0
3,22,Vine Whip,level-up,1
3,33,Tackle,level-up,1
3,34,Body Slam,machine,0
3,36,Take Down,level-up,25
3,36,Take Down,machine,0
3,38,Double Edge,machine,0
3,45,Growl,level-up,1
3,46,Roar,machine,0
3,63,Hyper Beam,machine,0
3,73,Leech Seed,level-up,9
3,74,Growth,level-up,1
3,75,Razor Leaf,level-up,12
3,76,Solar Beam,level-up,58
3,76,Solar Beam,machine,0
3,77,Poison Powder,level-up,15
3,79,Sleep Powder,level-up,15
3,80,Petal Dance,level-up,1
3,80,Petal Dance,egg,0
3,89,Earthquake,machine,0
3,92,Toxic,egg,0
3,92,Toxic,machine,0
3,133,Amnesia,machine,0
3,156,Rest,machine,0
3,164,Substitute,machine,0
3,174,Curse,egg,0
3,174,Curse,machine,0
3,182,Protect,machine,0
3,184,Scary Face,machine,0
3,188,Sludge Bomb,machine,0
3,202,Giga Drain,machine,0
3,203,Endure,machine,0
3,204,Charm,machine,0
3,206,False Swipe,machine,0
3,214,Sleep Talk,machine,0
3,230,Sweet Scent,level-up,30
3,235,Synthesis,level-up,37
3,241,Sunny Day,machine,0
3,263,Facade,machine,0
3,270,Helping Hand,machine,0
3,275,Ingrain,egg,0
3,282,Knock Off,machine,0
3,311,Weather Ball,machine,0
3,331,Bullet Seed,machine,0
3,338,Frenzy Plant,machine,0
3,345,Magical Leaf,machine,0
3,388,Worry Seed,level-up,44
3,398,Poison Jab,machine,0
3,402,Seed Bomb,level-up,20
3,402,Seed Bomb,machine,0
3,412,Energy Ball,machine,0
3,414,Earth Power,machine,0
3,416,Giga Impact,machine,0
3,437,Leaf Storm,machine,0
3,438,Power Whip,level-up,51
3,447,Grass Knot,machine,0
3,474,Venoshock,machine,0
3,491,Acid Spray,machine,0
3,520,Grass Pledge,machine,0
3,523,Bulldoze,machine,0
3,572,Petal Blizzard,level-up,0
3,572,Petal Blizzard,machine,0
3,580,Grassy Terrain,machine,0
3,707,Stomping Tantrum,machine,0
3,803,Grassy Glide,machine,0
3,851,Tera Blast,machine,0
3,885,Trailblaze,machine,0
4,7,Fire Punch,machine,0
4,9,Thunder Punch,machine,0
4,10,Scratch,level-up,1
4,14,Swords Dance,machine,0
4,34,Body Slam,machine,0
4,36,Take Down,machine,0
4,44,Bite,egg,0
4,45,Growl,level-up,1
4,46,Roar,machine,0
4,52,Ember,level-up,4
4,53,Flamethrower,level-up,24
4,53,Flamethrower,machine,0
4,68,Counter,egg,0
4,83,Fire Spin,level-up,32
4,83,Fire Spin,machine,0
4,91,Dig,machine,0
4,108,Smokescreen,level-up,8
4,126,Fire Blast,machine,0
4,129,Swift,machine,0
4,156,Rest,machine,0
4,157,Rock Slide,machine,0
4,163,Slash,level-up,20
4,164,Substitute,machine,0
4,182,Protect,machine,0
4,184,Scary Face,level-up,28
4,184,Scary Face,machine,0
4,187,Belly Drum,egg,0
4,200,Outrage,machine,0
4,203,Endure,machine,0
4,206,False Swipe,machine,0
4,214,Sleep Talk,machine,0
4,225,Dragon Breath,level-up,12
4,231,Iron Tail,egg,0
4,232,Metal Claw,egg,0
4,232,Metal Claw,machine,0
4,241,Sunny Day,machine,0
4,242,Crunch,machine,0
4,246,Ancient Power,egg,0
4,257,Heat Wave,machine,0
4,261,Will O Wisp,machine,0
4,263,Facade,machine,0
4,264,Focus Punch,machine,0
4,270,Helping Hand,machine,0
4,280,Brick Break,machine,0
4,311,Weather Ball,machine,0
4,315,Overheat,machine,0
4,317,Rock Tomb,machine,0
4,337,Dragon Claw,machine,0
4,349,Dragon Dance,machine,0
4,374,Fling,machine,0
4,394,Flare Blitz,level-up,40
4,394,Flare Blitz,machine,0
4,406,Dragon Pulse,machine,0
4,407,Dragon Rush,egg,0
4,411,Focus Blast,machine,0
4,421,Shadow Claw,machine,0
4,424,Fire Fang,level-up,17
4,424,Fire Fang,machine,0
4,488,Flame Charge,machine,0
4,517,Inferno,level-up,36
4,519,Fire Pledge,machine,0
4,525,Dragon Tail,egg,0
4,525,Dragon Tail,machine,0
4,784,Breaking Swipe,machine,0
4,851,Tera Blast,machine,0
4,915,Temper Flare,machine,0
5,7,Fire Punch,machine,0
5,9,Thunder Punch,machine,0
5,10,Scratch,level-up,1
5,14,Swords Dance,machine,0
5,34,Body Slam,machine,0
5,36,Take Down,machine,0
5,44,Bite,egg,0
5,45,Growl,level-up,1
5,46,Roar,machine,0
5,52,Ember,level-up,1
5,53,Flamethrower,level-up,30
5,53,Flamethrower,machine,0
5,68,Counter,egg,0
5,83,Fire Spin,machine,0
5,91,Dig,machine,0
5,108,Smokescreen,level-up,1
5,126,Fire Blast,machine,0
5,129,Swift,machine,0
5,156,Rest,machine,0
5,157,Rock Slide,machine,0
5,163,Slash,level-up,24
5,164,Substitute,machine,0
5,182,Protect,machine,0
5,184,Scary Face,level-up,37
5,184,Scary Face,machine,0
5,187,Belly Drum,egg,0
5,200,Outrage,machine,0
5,203,Endure,machine,0
5,206,False Swipe,machine,0
5,214,Sleep Talk,machine,0
5,225,Dragon Breath,level-up,12
5,231,Iron Tail,egg,0
5,232,Metal Claw,egg,0
5,241,Sunny Day,machine,0
5,242,Crunch,machine,0
5,246,Ancient Power,egg,0
5,257,Heat Wave,machine,0
5,261,Will O Wisp,machine,0
5,263,Facade,machine,0
5,264,Focus Punch,machine,0
5,270,Helping Hand,machine,0
5,280,Brick Break,machine,0
5,311,Weather Ball,machine,0
5,315,Overheat,machine,0
5,317,Rock Tomb,machine,0
5,337,Dragon Claw,machine,0
5,349,Dragon Dance,machine,0
5,374,Fling,machine,0
5,394,Flare Blitz,level-up,54
5,394,Flare Blitz,machine,0
5,406,Dragon Pulse,machine,0
5,407,Dragon Rush,egg,0
5,411,Focus Blast,machine,0
5,421,Shadow Claw,machine,0
5,424,Fire Fang,level-up,19
5,424,Fire Fang,machine,0
5,488,Flame Charge,machine,0
5,517,Inferno,level-up,48
5,519,Fire Pledge,machine,0
5,525,Dragon Tail,egg,0
5,525,Dragon Tail,machine,0
5,784,Breaking Swipe,machine,0
5,851,Tera Blast,machine,0
5,915,Temper Flare,machine,0
6,7,Fire Punch,machine,0
6,9,Thunder Punch,machine,0
6,10,Scratch,level-up,1
6,14,Swords Dance,machine,0
6,19,Fly,machine,0
6,34,Body Slam,machine,0
6,36,Take Down,machine,0
6,38,Double Edge,machine,0
6,44,Bite,egg,0
6,45,Growl,level-up,1
6,46,Roar,machine,0
6,52,Ember,level-up,1
6,53,Flamethrower,level-up,30
6,53,Flamethrower,machine,0
6,63,Hyper Beam,machine,0
6,68,Counter,egg,0
6,76,Solar Beam,machine,0
6,83,Fire Spin,level-up,46
6,83,Fire Spin,machine,0
6,89,Earthquake,machine,0
6,91,Dig,machine,0
6,108,Smokescreen,level-up,1
6,126,Fire Blast,machine,0
6,129,Swift,machine,0
6,156,Rest,machine,0
6,157,Rock Slide,machine,0
6,163,Slash,level-up,24
6,164,Substitute,machine,0
6,182,Protect,machine,0
6,184,Scary Face,level-up,39
6,184,Scary Face,machine,0
6,187,Belly Drum,egg,0
6,200,Outrage,machine,0
6,201,Sandstorm,machine,0
6,203,Endure,machine,0
6,214,Sleep Talk,machine,0
6,225,Dragon Breath,level-up,12
6,231,Iron Tail,egg,0
6,232,Metal Claw,egg,0
6,241,Sunny Day,machine,0
6,242,Crunch,machine,0
6,246,Ancient Power,egg,0
6,257,Heat Wave,level-up,1
6,257,Heat Wave,machine,0
6,261,Will O Wisp,machine,0
6,263,Facade,machine,0
6,264,Focus Punch,machine,0
6,270,Helping Hand,machine,0
6,280,Brick Break,machine,0
6,307,Blast Burn,machine,0
6,311,Weather Ball,machine,0
6,314,Air Cutter,machine,0
6,315,Overheat,machine,0
6,317,Rock Tomb,machine,0
6,332,Aerial Ace,machine,0
6,337,Dragon Claw,level-up,1
6,337,Dragon Claw,machine,0
6,349,Dragon Dance,machine,0
6,374,Fling,machine,0
6,394,Flare Blitz,level-up,62
6,394,Flare Blitz,machine,0
6,403,Air Slash,level-up,0
6,403,Air Slash,machine,0
6,406,Dragon Pulse,machine,0
6,407,Dragon Rush,egg,0
6,411,Focus Blast,machine,0
6,416,Giga Impact,machine,0
6,421,Shadow Claw,machine,0
6,424,Fire Fang,level-up,19
6,424,Fire Fang,machine,0
6,488,Flame Charge,machine,0
6,512,Acrobatics,machine,0
6,517,Inferno,level-up,54
6,519,Fire Pledge,machine,0
6,523,Bulldoze,machine,0
6,525,Dragon Tail,egg,0
6,525,Dragon Tail,machine,0
6,535,Heat Crash,machine,0
6,542,Hurricane,machine,0
6,784,Breaking Swipe,machine,0
6,815,Scorching Sands,machine,0
6,851,Tera Blast,machine,0
6,913,Dragon Cheer,machine,0
6,915,Temper Flare,machine,0
7,8,Ice Punch,machine,0
7,33,Tackle,level-up,1
7,34,Body Slam,machine,0
7,36,Take Down,machine,0
7,38,Double Edge,machine,0
7,39,Tail Whip,level-up,1
7,44,Bite,level-up,12
7,54,Mist,egg,0
7,55,Water Gun,level-up,3
7,56,Hydro Pump,level-up,33
7,56,Hydro Pump,machine,0
7,57,Surf,machine,0
7,58,Ice Beam,machine,0
7,59,Blizzard,machine,0
7,91,Dig,machine,0
7,110,Withdraw,level-up,6
7,114,Haze,machine,0
7,156,Rest,machine,0
7,164,Substitute,machine,0
7,175,Flail,egg,0
7,182,Protect,level-up,18
7,182,Protect,machine,0
7,196,Icy Wind,machine,0
7,203,Endure,machine,0
7,214,Sleep Talk,machine,0
7,229,Rapid Spin,level-up,9
7,240,Rain Dance,level-up,21
7,240,Rain Dance,machine,0
7,243,Mirror Coat,egg,0
7,250,Whirlpool,machine,0
7,252,Fake Out,egg,0
7,263,Facade,machine,0
7,264,Focus Punch,machine,0
7,270,Helping Hand,machine,0
7,280,Brick Break,machine,0
7,281,Yawn,egg,0
7,311,Weather Ball,machine,0
7,323,Water Spout,egg,0
7,330,Muddy Water,machine,0
7,334,Iron Defense,level-up,30
7,334,Iron Defense,machine,0
7,341,Mud Shot,machine,0
7,352,Water Pulse,level-up,15
7,352,Water Pulse,machine,0
7,360,Gyro Ball,machine,0
7,374,Fling,machine,0
7,392,Aqua Ring,egg,0
7,401,Aqua Tail,level-up,24
7,428,Zen Headbutt,machine,0
7,453,Aqua Jet,egg,0
7,504,Shell Smash,level-up,27
7,518,Water Pledge,machine,0
7,710,Liquidation,machine,0
7,791,Life Dew,egg,0
7,812,Flip Turn,machine,0
7,834,Wave Crash,level-up,36
7,851,Tera Blast,machine,0
7,861,Ice Spinner,machine,0
7,886,Chilling Water,machine,0
8,8,Ice Punch,machine,0
8,33,Tackle,level-up,1
8,34,Body Slam,machine,0
8,36,Take Down,machine,0
8,38,Double Edge,machine,0
8,39,Tail Whip,level-up,1
8,44,Bite,level-up,12
8,54,Mist,egg,0
8,55,Water Gun,level-up,1
8,56,Hydro Pump,level-up,45
8,56,Hydro Pump,machine,0
8,57,Surf,machine,0
8,58,Ice Beam,machine,0
8,59,Blizzard,machine,0
8,91,Dig,machine,0
8,110,Withdraw,level-up,1
8,114,Haze,machine,0
8,156,Rest,machine,0
8,164,Substitute,machine,0
8,175,Flail,egg,0
8,182,Protect,level-up,20
8,182,Protect,machine,0
8,196,Icy Wind,machine,0
8,203,Endure,machine,0
8,214,Sleep Talk,machine,0
8,229,Rapid Spin,level-up,9
8,240,Rain Dance,level-up,25
8,240,Rain Dance,machine,0
8,243,Mirror Coat,egg,0
8,250,Whirlpool,machine,0
8,252,Fake Out,egg,0
8,263,Facade,machine,0
8,264,Focus Punch,machine,0
8,270,Helping Hand,machine,0
8,280,Brick Break,machine,0
8,281,Yawn,egg,0
8,311,Weather Ball,machine,0
8,323,Water Spout,egg,0
8,330,Muddy Water,machine,0
8,334,Iron Defense,level-up,40
8,334,Iron Defense,machine,0
8,341,Mud Shot,machine,0
8,352,Water Pulse,level-up,15
8,352,Water Pulse,machine,0
8,360,Gyro Ball,machine,0
8,374,Fling,machine,0
8,392,Aqua Ring,egg,0
8,401,Aqua Tail,level-up,30
8,428,Zen Headbutt,machine,0
8,453,Aqua Jet,egg,0
8,504,Shell Smash,level-up,35
8,518,Water Pledge,machine,0
8,710,Liquidation,machine,0
8,791,Life Dew,egg,0
8,812,Flip Turn,machine,0
8,834,Wave Crash,level-up,50
8,851,Tera Blast,machine,0
8,861,Ice Spinner,machine,0
8,886,Chilling Water,machine,0
9,8,Ice Punch,machine,0
9,33,Tackle,level-up,1
9,34,Body Slam,machine,0
9,36,Take Down,machine,0
9,38,Double Edge,machine,0
9,39,Tail Whip,level-up,1
9,44,Bite,level-up,12
9,46,Roar,machine,0
9,54,Mist,egg,0
9,55,Water Gun,level-up,1
9,56,Hydro Pump,level-up,49
9,56,Hydro Pump,machine,0
9,57,Surf,machine,0
9,58,Ice Beam,machine,0
9,59,Blizzard,machine,0
9,63,Hyper Beam,machine,0
9,89,Earthquake,machine,0
9,91,Dig,machine,0
9,110,Withdraw,level-up,1
9,114,Haze,machine,0
9,156,Rest,machine,0
9,157,Rock Slide,machine,0
9,164,Substitute,machine,0
9,175,Flail,egg,0
9,182,Protect,level-up,20
9,182,Protect,machine,0
9,184,Scary Face,machine,0
9,196,Icy Wind,machine,0
9,203,Endure,machine,0
9,214,Sleep Talk,machine,0
9,229,Rapid Spin,level-up,9
9,240,Rain Dance,level-up,25
9,240,Rain Dance,machine,0
9,242,Crunch,machine,0
9,243,Mirror Coat,egg,0
9,250,Whirlpool,machine,0
9,252,Fake Out,egg,0
9,263,Facade,machine,0
9,264,Focus Punch,machine,0
9,270,Helping Hand,machine,0
9,280,Brick Break,machine,0
9,281,Yawn,egg,0
9,308,Hydro Cannon,machine,0
9,311,Weather Ball,machine,0
9,317,Rock Tomb,machine,0
9,323,Water Spout,egg,0
9,330,Muddy Water,machine,0
9,334,Iron Defense,level-up,42
9,334,Iron Defense,machine,0
9,341,Mud Shot,machine,0
9,352,Water Pulse,level-up,15
9,352,Water Pulse,machine,0
9,360,Gyro Ball,machine,0
9,374,Fling,machine,0
9,392,Aqua Ring,egg,0
9,396,Aura Sphere,machine,0
9,399,Dark Pulse,machine,0
9,401,Aqua Tail,level-up,30
9,406,Dragon Pulse,machine,0
9,411,Focus Blast,machine,0
9,416,Giga Impact,machine,0
9,419,Avalanche,machine,0
9,428,Zen Headbutt,machine,0
9,430,Flash Cannon,level-up,0
9,430,Flash Cannon,machine,0
9,453,Aqua Jet,egg,0
9,479,Smack Down,machine,0
9,504,Shell Smash,level-up,35
9,518,Water Pledge,machine,0
9,710,Liquidation,machine,0
9,776,Body Press,machine,0
9,791,Life Dew,egg,0
9,812,Flip Turn,machine,0
9,834,Wave Crash,level-up,56
9,851,Tera Blast,machine,0
9,861,Ice Spinner,machine,0
9,886,Chilling Water,machine,0
23,35,Wrap,level-up,1
23,36,Take Down,machine,0
23,38,Double Edge,machine,0
23,40,Poison Sting,level-up,4
23,43,Leer,level-up,1
23,44,Bite,level-up,9
23,51,Acid,level-up,20
23,89,Earthquake,machine,0
23,91,Dig,machine,0
23,92,Toxic,machine,0
23,103,Screech,level-up,17
23,114,Haze,level-up,41
23,114,Haze,machine,0
23,137,Glare,level-up,12
23,141,Leech Life,machine,0
23,156,Rest,machine,0
23,157,Rock Slide,machine,0
23,164,Substitute,machine,0
23,168,Thief,machine,0
23,180,Spite,egg,0
23,180,Spite,machine,0
23,182,Protect,machine,0
23,184,Scary Face,egg,0
23,184,Scary Face,machine,0
23,188,Sludge Bomb,level-up,33
23,188,Sludge Bomb,machine,0
23,189,Mud Slap,machine,0
23,202,Giga Drain,machine,0
23,203,Endure,machine,0
23,214,Sleep Talk,machine,0
23,240,Rain Dance,machine,0
23,241,Sunny Day,machine,0
23,242,Crunch,machine,0
23,254,Stockpile,level-up,25
23,255,Spit Up,level-up,25
23,256,Swallow,level-up,25
23,263,Facade,machine,0
23,282,Knock Off,machine,0
23,305,Poison Fang,egg,0
23,317,Rock Tomb,machine,0
23,341,Mud Shot,machine,0
23,342,Poison Tail,egg,0
23,342,Poison Tail,machine,0
23,380,Gastro Acid,level-up,36
23,389,Sucker Punch,egg,0
23,390,Toxic Spikes,machine,0
23,398,Poison Jab,machine,0
23,399,Dark Pulse,machine,0
23,402,Seed Bomb,machine,0
23,415,Switcheroo,egg,0
23,424,Fire Fang,machine,0
23,441,Gunk Shot,level-up,49
23,441,Gunk Shot,machine,0
23,474,Venoshock,machine,0
23,482,Sludge Wave,machine,0
23,489,Coil,level-up,44
23,491,Acid Spray,level-up,28
23,491,Acid Spray,machine,0
23,555,Snarl,machine,0
23,562,Belch,level-up,38
23,706,Psychic Fangs,machine,0
23,799,Scale Shot,machine,0
23,806,Skitter Smack,machine,0
23,808,Lash Out,machine,0
23,851,Tera Blast,machine,0
23,885,Trailblaze,machine,0
24,34,Body Slam,machine,0
24,35,Wrap,level-up,1
24,36,Take Down,machine,0
24,38,Double Edge,machine,0
24,40,Poison Sting,level-up,1
24,43,Leer,level-up,1
24,44,Bite,level-up,1
24,51,Acid,level-up,20
24,63,Hyper Beam,machine,0
24,89,Earthquake,machine,0
24,91,Dig,machine,0
24,92,Toxic,machine,0
24,103,Screech,level-up,17
24,114,Haze,level-up,51
24,114,Haze,machine,0
24,137,Glare,level-up,12
24,141,Leech Life,machine,0
24,156,Rest,machine,0
24,157,Rock Slide,machine,0
24,164,Substitute,machine,0
24,168,Thief,machine,0
24,180,Spite,egg,0
24,180,Spite,machine,0
24,182,Protect,machine,0
24,184,Scary Face,egg,0
24,184,Scary Face,machine,0
24,188,Sludge Bomb,level-up,39
24,188,Sludge Bomb,machine,0
24,189,Mud Slap,machine,0
24,202,Giga Drain,machine,0
24,203,Endure,machine,0
24,214,Sleep Talk,machine,0
24,220,Pain Split,machine,0
24,240,Rain Dance,machine,0
24,241,Sunny Day,machine,0
24,242,Crunch,level-up,0
24,242,Crunch,machine,0
24,254,Stockpile,level-up,27
24,255,Spit Up,level-up,27
24,256,Swallow,level-up,27
24,263,Facade,machine,0
24,282,Knock Off,machine,0
24,305,Poison Fang,egg,0
24,317,Rock Tomb,machine,0
24,341,Mud Shot,machine,0
24,342,Poison Tail,egg,0
24,342,Poison Tail,machine,0
24,380,Gastro Acid,level-up,44
24,389,Sucker Punch,egg,0
24,390,Toxic Spikes,machine,0
24,398,Poison Jab,machine,0
24,399,Dark Pulse,machine,0
24,402,Seed Bomb,machine,0
24,415,Switcheroo,egg,0
24,416,Giga Impact,machine,0
24,422,Thunder Fang,level-up,1
24,422,Thunder Fang,machine,0
24,423,Ice Fang,level-up,1
24,423,Ice Fang,machine,0
24,424,Fire Fang,level-up,1
24,424,Fire Fang,machine,0
24,441,Gunk Shot,level-up,63
24,441,Gunk Shot,machine,0
24,474,Venoshock,machine,0
24,482,Sludge Wave,machine,0
24,489,Coil,level-up,56
24,491,Acid Spray,level-up,32
24,491,Acid Spray,machine,0
24,523,Bulldoze,machine,0
24,525,Dragon Tail,machine,0
24,555,Snarl,machine,0
24,562,Belch,level-up,48
24,675,Throat Chop,machine,0
24,706,Psychic Fangs,machine,0
24,707,Stomping Tantrum,machine,0
24,784,Breaking Swipe,machine,0
24,799,Scale Shot,machine,0
24,806,Skitter Smack,machine,0
24,808,Lash Out,machine,0
24,851,Tera Blast,machine,0
24,885,Trailblaze,machine,0
25,9,Thunder Punch,machine,0
25,34,Body Slam,machine,0
25,36,Take Down,machine,0
25,39,Tail Whip,level-up,1
25,45,Growl,level-up,1
25,57,Surf,machine,0
25,84,Thunder Shock,level-up,1
25,85,Thunderbolt,level-up,36
25,85,Thunderbolt,machine,0
25,86,Thunder Wave,level-up,4
25,86,Thunder Wave,machine,0
25,87,Thunder,level-up,44
25,87,Thunder,machine,0
25,91,Dig,machine,0
25,97,Agility,level-up,24
25,97,Agility,machine,0
25,98,Quick Attack,level-up,1
25,104,Double Team,level-up,8
25,113,Light Screen,level-up,40
25,113,Light Screen,machine,0
25,115,Reflect,machine,0
25,129,Swift,machine,0
25,156,Rest,machine,0
25,164,Substitute,machine,0
25,168,Thief,machine,0
25,179,Reversal,machine,0
25,182,Protect,machine,0
25,186,Sweet Kiss,level-up,1
25,203,Endure,machine,0
25,204,Charm,level-up,1
25,204,Charm,machine,0
25,209,Spark,level-up,20
25,214,Sleep Talk,machine,0
25,227,Encore,machine,0
25,231,Iron Tail,level-up,28
25,240,Rain Dance,machine,0
25,263,Facade,machine,0
25,264,Focus Punch,machine,0
25,268,Charge,machine,0
25,270,Helping Hand,machine,0
25,280,Brick Break,machine,0
25,282,Knock Off,machine,0
25,283,Endeavor,machine,0
25,313,Fake Tears,machine,0
25,364,Feint,level-up,16
25,374,Fling,machine,0
25,417,Nasty Plot,level-up,1
25,417,Nasty Plot,machine,0
25,435,Discharge,level-up,32
25,447,Grass Knot,machine,0
25,451,Charge Beam,machine,0
25,486,Electro Ball,level-up,12
25,486,Electro Ball,machine,0
25,521,Volt Switch,machine,0
25,527,Electroweb,machine,0
25,528,Wild Charge,machine,0
25,574,Disarming Voice,machine,0
25,577,Draining Kiss,machine,0
25,583,Play Rough,machine,0
25,589,Play Nice,level-up,1
25,598,Eerie Impulse,machine,0
25,604,Electric Terrain,machine,0
25,609,Nuzzle,level-up,1
25,851,Tera Blast,machine,0
25,885,Trailblaze,machine,0
25,914,Alluring Voice,machine,0
25,918,Upper Hand,machine,0
26,9,Thunder Punch,level-up,0
26,9,Thunder Punch,machine,0
26,34,Body Slam,machine,0
26,36,Take Down,machine,0
26,39,Tail Whip,level-up,1
26,45,Growl,level-up,1
26,57,Surf,machine,0
26,63,Hyper Beam,machine,0
26,84,Thunder Shock,level-up,1
26,85,Thunderbolt,level-up,5
26,85,Thunderbolt,machine,0
26,86,Thunder Wave,level-up,1
26,86,Thunder Wave,machine,0
26,87,Thunder,level-up,1
26,87,Thunder,machine,0
26,91,Dig,machine,0
26,97,Agility,level-up,1
26,97,Agility,machine,0
26,98,Quick Attack,level-up,1
26,104,Double Team,level-up,1
26,113,Light Screen,level-up,1
26,113,Light Screen,machine,0
26,115,Reflect,machine,0
26,129,Swift,machine,0
26,156,Rest,machine,0
26,164,Substitute,machine,0
26,168,Thief,machine,0
26,179,Reversal,machine,0
26,182,Protect,machine,0
26,186,Sweet Kiss,level-up,1
26,203,Endure,machine,0
26,204,Charm,level-up,1
26,204,Charm,machine,0
26,209,Spark,level-up,1
26,214,Sleep Talk,machine,0
26,227,Encore,machine,0
26,231,Iron Tail,level-up,1
26,240,Rain Dance,machine,0
26,263,Facade,machine,0
26,264,Focus Punch,machine,0
26,268,Charge,machine,0
26,270,Helping Hand,machine,0
26,280,Brick Break,machine,0
26,282,Knock Off,machine,0
26,283,Endeavor,machine,0
26,364,Feint,level-up,1
26,374,Fling,machine,0
26,411,Focus Blast,machine,0
26,416,Giga Impact,machine,0
26,417,Nasty Plot,level-up,1
26,417,Nasty Plot,machine,0
26,435,Discharge,level-up,1
26,447,Grass Knot,machine,0
26,451,Charge Beam,machine,0
26,486,Electro Ball,level-up,1
26,486,Electro Ball,machine,0
26,521,Volt Switch,machine,0
26,527,Electroweb,machine,0
26,528,Wild Charge,machine,0
26,574,Disarming Voice,machine,0
26,577,Draining Kiss,machine,0
26,583,Play Rough,machine,0
26,589,Play Nice,level-up,1
26,598,Eerie Impulse,machine,0
26,604,Electric Terrain,machine,0
26,609,Nuzzle,level-up,1
26,851,Tera Blast,machine,0
26,885,Trailblaze,machine,0
26,914,Alluring Voice,machine,0
26,918,Upper Hand,machine,0
27,10,Scratch,level-up,1
27,14,Swords Dance,level-up,39
27,14,Swords Dance,machine,0
27,28,Sand Attack,level-up,6
27,34,Body Slam,machine,0
27,36,Take Down,machine,0
27,38,Double Edge,machine,0
27,40,Poison Sting,level-up,3
27,67,Low Kick,machine,0
27,68,Counter,egg,0
27,89,Earthquake,level-up,45
27,89,Earthquake,machine,0
27,91,Dig,level-up,33
27,91,Dig,machine,0
27,97,Agility,level-up,27
27,97,Agility,machine,0
27,111,Defense Curl,level-up,1
27,129,Swift,level-up,21
27,129,Swift,machine,0
27,133,Amnesia,machine,0
27,141,Leech Life,machine,0
27,154,Fury Swipes,level-up,24
27,156,Rest,machine,0
27,157,Rock Slide,machine,0
27,162,Super Fang,machine,0
27,163,Slash,level-up,30
27,164,Substitute,machine,0
27,168,Thief,machine,0
27,174,Curse,machine,0
27,175,Flail,egg,0
